procedure_code,procedure_name,procedure_category,required_place_type
X709739,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΜΙΑ ΔΕΣΜΗ, ΑΚΡΑΣ ΧΕΙΡΟΣ Ή ΠΟΔΙΟΥ. ΕΩΣ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709741,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΜΙΑ ΔΕΣΜΗ, ΧΕΙΡΟΣ Ή ΠΟΔΙΟΥ. ΑΝΩ ΤΩΝ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709743,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΜΙΑ ΔΕΣΜΗ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟΥ. ΕΩΣ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709745,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΜΙΑ ΔΕΣΜΗ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟΥ. ΑΝΩ ΤΩΝ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709749,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΠΟΛΛΑΠΛΕΣ ΔΕΣΜΕΣ (ΑΛΥΣΙΔΑΣ), ΑΚΡΑΣ ΧΕΙΡΟΣ Ή ΠΟΔΙΟΥ. ΕΩΣ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709751,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΠΟΛΛΑΠΛΕΣ ΔΕΣΜΕΣ (ΑΛΥΣΙΔΑΣ), ΑΚΡΑΣ ΧΕΙΡΟΣ Ή ΠΟΔΙΟΥ. ΑΝΩ ΤΩΝ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709753,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΠΟΛΛΑΠΛΕΣ ΔΕΣΜΕΣ (ΑΛΥΣΙΔΑΣ), ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟΥ. ΕΩΣ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709755,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΠΟΛΛΑΠΛΕΣ ΔΕΣΜΕΣ (ΑΛΥΣΙΔΑΣ), ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟΥ. ΑΝΩ ΤΩΝ 4 ΕΚ ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709761,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟ. ΜΙΑ ΔΕΣΜΗ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",SURGICAL,OPERATING_ROOM
X709763,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟ. ΠΟΛΛΑΠΛΕΣ ΔΕΣΜΕΣ (ΑΛΥΣΙΔΑΣ) (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",SURGICAL,OPERATING_ROOM
X709769,ΜΕΤΑΦΟΡΑ ΝΕΥΡΙΚΟΥ ΜΙΣΧΟΥ. ΠΡΩΤΟ ΣΤΑΔΙΟ,SURGICAL,OPERATING_ROOM
X709773,ΜΕΤΑΦΟΡΑ ΝΕΥΡΙΚΟΥ ΜΙΣΧΟΥ. ΔΕΥΤΕΡΟ ΣΤΑΔΙΟ,SURGICAL,OPERATING_ROOM
X709779,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΝΕΥΡΟΥ ΜΕ ΣΥΝΘΕΤΙΚΟ ΑΓΩΓΟ Ή ΦΛΕΒΙΚΟ ΑΛΛΟΜΟΣΧΕΥΜΑ (Π.Χ., ΣΩΛΗΝΑΣ ΝΕΥΡΟΥ), ΚΑΘΕ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709781,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΝΕΥΡΟΥ ΜΕ ΑΥΤΟΓΕΝΕΣ ΦΛΕΒΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΚΑΘΕ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΝΕΥΡΙΚΟ ΣΥΣΤΗΜΑ",SURGICAL,OPERATING_ROOM
X710141,ΕΞΕΝΤΕΡΩΣΗ ΒΟΛΒΟΥ ΧΩΡΙΣ ΕΜΦΥΤΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710145,ΕΞΕΝΤΕΡΩΣΗ ΒΟΛΒΟΥ ΜΕ ΕΜΦΥΤΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710161,ΕΞΟΡΥΞΗ ΟΦΘΑΛΜΙΚΟΥ ΒΟΛΒΟΥ. ΧΩΡΙΣ ΕΜΦΥΤΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710165,"ΕΞΟΡΥΞΗ ΟΦΘΑΛΜΙΚΟΥ ΒΟΛΒΟΥ. ΜΕ ΕΜΦΥΤΕΥΜΑ, ΧΩΡΙΣ ΣΥΝΔΕΣΗ ΤΩΝ ΜΥΩΝ ΣΤΟ ΕΜΦΥΤΕΥΜΑ",SURGICAL,OPERATING_ROOM
X710169,"ΕΞΟΡΥΞΗ ΟΦΘΑΛΜΙΚΟΥ ΒΟΛΒΟΥ. ΜΕ ΕΜΦΥΤΕΥΜΑ, ΜΕ ΣΥΝΔΕΣΗ ΤΩΝ ΜΥΩΝ ΣΤΟ ΕΜΦΥΤΕΥΜΑ",SURGICAL,OPERATING_ROOM
X710179,"ΕΞΕΝΤΕΡΩΣΗ ΚΟΓΧΟΥ(ΔΕΝ ΠΕΡΙΛΑΜΒΑΝΕΙ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ), ΑΦΑΙΡΕΣΗ ΜΟΝΟ ΤΩΝ ΚΟΓΧΙΚΩΝ ΠΕΡΙΕΧΟΜΕΝΩΝ",SURGICAL,OPERATING_ROOM
X710183,"ΕΞΕΝΤΕΡΩΣΗ ΚΟΓΧΟΥ (ΔΕΝ ΠΕΡΙΛΑΜΒΑΝΕΙ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ), ΑΦΑΙΡΕΣΗ ΤΩΝ ΚΟΓΧΙΚΩΝ ΠΕΡΙΕΧΟΜΕΝΩΝ. ΜΕ ΘΕΡΑΠΕΥΤΙΚΗ ΑΦΑΙΡΕΣΗ ΟΣΤΟΥ",THERAPEUTIC,PROCEDURE_ROOM
X710187,"ΚΟΓΧΙΚΗ ΕΞΕΝΤΕΡΩΣΗ (ΔΕΝ ΠΕΡΙΛΑΜΒΑΝΕΙ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ), ΑΦΑΙΡΕΣΗ ΤΩΝ ΚΟΓΧΙΚΩΝ ΠΕΡΙΕΧΟΜΕΝΩΝ. ΜΕ ΜΥΙΚΟ Ή ΜΥΟΔΕΡΜΑΤΙΚΟ ΚΡΗΜΝΟ",SURGICAL,OPERATING_ROOM
X710209,"ΤΡΟΠΟΠΟΙΗΣΗ ΤΟΥ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΜΕ ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΚΑΡΦΙΔΩΝ (Π.Χ.,ΔΗΜΙΟΥΡΓΙΑ ΥΠΟΔΟΧΗΣ ΓΙΑ ΟΦΘΑΛΜΙΚΗ ΠΡΟΘΕΣΗ) (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",SURGICAL,OPERATING_ROOM
X710219,"ΔΕΥΤΕΡΟΓΕΝΗΣ ΕΝΘΕΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΜΕΤΑ ΑΠΟ ΕΞΕΝΤΕΡΩΣΗ ΒΟΛΒΟΥ, ΣΤΟ ΚΕΛΥΦΟΣ ΤΟΥ ΤΟΥ ΣΚΛΗΡΟΥ ΧΙΤΩΝΑ",SURGICAL,OPERATING_ROOM
X710229,"ΔΕΥΤΕΡΟΓΕΝΗΣ ΕΝΘΕΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΜΕΤΑ ΤΗΝ ΕΞΟΡΥΞΗ, ΧΩΡΙΣ ΣΥΝΔΕΣΗ ΤΩΝ ΜΥΩΝ ΣΤΟ ΕΜΦΥΤΕΥΜΑ",SURGICAL,OPERATING_ROOM
X710239,"ΔΕΥΤΕΡΟΓΕΝΗΣ ΕΝΘΕΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΜΕΤΑ ΤΗΝ ΕΞΟΡΥΞΗ, ΜΕ ΣΥΝΔΕΣΗ ΤΩΝ ΜΥΩΝ ΣΤΟ ΕΜΦΥΤΕΥΜΑ",SURGICAL,OPERATING_ROOM
X710259,ΕΠΑΝΑΤΟΠΟΘΕΤΗΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ. ΜΕ Ή ΧΩΡΙΣ ΜΟΣΧΕΥΜΑ ΕΠΙΠΕΦΥΚΟΤΑ,SURGICAL,OPERATING_ROOM
X710269,ΕΠΑΝΑΤΟΠΟΘΕΤΗΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ. ΜΕ ΧΡΗΣΗ ΞΕΝΟΥ ΥΛΙΚΟΥ ΓΙΑ ΤΗΝ ΕΝΙΣΧΥΣΗ ΚΑΙ/Ή ΤΗΝ ΣΥΝΔΕΣΗ ΤΩΝ ΜΥΩΝ ΣΤΟ ΕΜΦΥΤΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710309,ΑΦΑΙΡΕΣΗ ΟΦΘΑΛΜΙΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ,SURGICAL,OPERATING_ROOM
X710369,ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΗΝ ΕΠΙΦΑΝΕΙΑ ΤΟΥ ΕΠΙΠΕΦΥΚΟΤΑ,SURGICAL,OPERATING_ROOM
X710379,"ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΕΝΣΦΗΝΩΜΕΝΟΥ ΣΤΟΝ ΕΠΙΠΕΦΥΚΟΤΑ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΙ ΣΥΜΦΥΣΕΙΣ), ΥΠΟ ΤΟΝ ΕΠΙΠΕΦΥΚΟΤΑΉ ΣΤΟΝ ΣΚΛΗΡΟ ΧΩΡΙΣ ΝΑ ΕΧΕΙ ΑΥΤΟΣ ΔΙΑΤΡΗΘΕΙ",SURGICAL,OPERATING_ROOM
X710399,"ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΟΝ ΚΕΡΑΤΟΕΙΔΗ, ΧΩΡΙΣ ΣΧΙΣΜΟΕΙΔΗ ΛΥΧΝΙΑ",SURGICAL,OPERATING_ROOM
X710403,"ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΟΝ ΚΕΡΑΤΟΕΙΔΗ, ΜΕ ΣΧΙΣΜΟΕΙΔΗ ΛΥΧΝΙΑ",SURGICAL,OPERATING_ROOM
X710429,ΑΦΑΙΡΕΣΗ ΕΝΔΟΦΘΑΛΜΙΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ. ΑΠΟ ΤΟΝ ΠΡΟΣΘΙΟ ΘΑΛΑΜΟ,SURGICAL,OPERATING_ROOM
X710479,ΑΦΑΙΡΕΣΗ ΕΝΔΟΦΘΑΛΜΙΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ. ΑΠΟ ΤΟΝ ΟΠΙΣΘΙΟ ΘΑΛΑΜΟ ΑΦΑΙΡΕΣΗ ΜΕ ΧΡΗΣΗ ΜΑΓΝΗΤΗ ΜΕ ΠΡΟΣΘΙΑ Η ΟΠΙΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ,DIAGNOSTIC,PROCEDURE_ROOM
X710489,ΑΦΑΙΡΕΣΗ ΕΝΔΟΦΘΑΛΜΙΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΟΝ ΟΠΙΣΘΙΟ ΘΑΛΑΜΟ ΑΦΑΙΡΕΣΗ ΧΩΡΙΣ ΧΡΗΣΗ ΜΑΓΝΗΤΗ,DIAGNOSTIC,PROCEDURE_ROOM
X710499,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΩΣΗΣ ΕΠΙΠΕΦΥΚΟΤΑ, ΜΕ Η ΧΩΡΙΣ ΔΙΑΤΡΗΣΗ H ΡΗΞΗ ΣΚΛΗΡΟΥ, ΑΜΕΣΗ ΣΥΡΡΑΦΗ",SURGICAL,OPERATING_ROOM
X710503,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΩΣΗΣ ΕΠΙΠΕΦΥΚΟΤΑ, ΜΕ ΚΙΝΗΤΟΠΟΙΗΣΗ ΚΑΙ ΑΝΑΔΙΑΤΑΞΗ, ΧΩΡΙΣ ΝΟΣΗΛΕΙΑ",SURGICAL,OPERATING_ROOM
X710505,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΩΣΗΣ ΕΠΙΠΕΦΥΚΟΤΑ, ΜΕ ΚΙΝΗΤΟΠΟΙΗΣΗ ΚΑΙ ΑΝΑΔΙΑΤΑΞΗ, ΜΕ ΝΟΣΗΛΕΙΑ",SURGICAL,OPERATING_ROOM
X710509,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΑΥΜΑΤΟΣ ΚΕΡΑΤΟΕΙΔΟΥΣ, ΧΩΡΙΣ ΔΙΑΤΡΗΣΗ ΜΕ Ή ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ",SURGICAL,OPERATING_ROOM
X710519,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΑΥΜΑΤΟΣ ΚΕΡΑΤΟΕΙΔΟΥΣ ΚΑΙ/Ή ΣΚΛΗΡΟΥ ΧΙΤΩΝΑ, ΜΕ ΔΙΑΤΡΗΣΗ , ΧΩΡΙΣ ΤΗΝ ΑΝΑΜΕΙΞΗ ΡΑΓΟΕΙΔΙΚΟΥ ΙΣΤΟΥ",SURGICAL,OPERATING_ROOM
X710529,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΑΥΜΑΤΟΣ ΚΕΡΑΤΟΕΙΔΟΥΣ ΚΑΙ/Ή ΣΚΛΗΡΟΥ ΧΙΤΩΝΑ, ΜΕ ΔΙΑΤΡΗΣΗ, ΜΕ ΕΠΑΝΑΤΟΠΟΘΕΤΗΣΗ Ή ΕΚΤΟΜΗ ΡΑΓΟΕΙΔΙΚΟΥ ΙΣΤΟΥ",SURGICAL,OPERATING_ROOM
X710531,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΑΥΜΑΤΟΣ, ΕΦΑΡΜΟΓΗ ΣΥΚΟΛΛΗΤΙΚΗΣ ΟΥΣΙΑΣ, ΤΡΑΥΜΑΤΑ ΚΕΡΑΤΟΕΙΔΟΥΣ ΚΑΙ/Ή ΣΚΛΗΡΟΥ ΟΦΘΑΛΜΙΚΟΥ ΧΙΤΩΝΑ",SURGICAL,OPERATING_ROOM
X710539,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΡΑΥΜΑΤΟΣ, ΕΞΩΦΘΑΛΜΙΟΣ ΜΥΣ, ΤΕΝΟΝΤΑΣ ΚΑΙ/Ή ΤΕΝΟΝΕΙΟΣ ΚΑΨΑ",SURGICAL,OPERATING_ROOM
X710759,"ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΚΕΡΑΤΟΕΙΔΟΥΣ (ΚΕΡΑΤΕΚΤΟΜΗ, ΠΕΤΑΛΟΕΙΔΗΣ, ΜΕΡΙΚΗ), ΕΚΤΟΣ ΑΠΟ ΤΟ ΠΤΕΡΥΓΙΟ",SURGICAL,OPERATING_ROOM
X710779,ΒΙΟΨΙΑ ΤΟΥ ΚΕΡΑΤΟΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
X710799,ΕΚΤΟΜΗ Ή ΜΕΤΑΘΕΣΗ ΤΟΥ ΠΤΕΡΥΓΙΟΥ. ΧΩΡΙΣ ΜΟΣΧΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710811,ΕΚΤΟΜΗ Ή ΜΕΤΑΘΕΣΗ ΤΟΥ ΠΤΕΡΥΓΙΟΥ. ΜΕ ΜΟΣΧΕΥΜΑ,SURGICAL,OPERATING_ROOM
X710819,"ΑΠΟΞΕΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ, ΔΙΑΓΝΩΣΤΙΚΗ, ΓΙΑ ΕΠΙΧΡΙΣΜΑ ΚΑΙ/Ή ΚΑΛΛΙΕΡΓΕΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
X710829,"ΑΦΑΙΡΕΣΗ ΕΠΙΘΗΛΙΟΥ ΚΕΡΑΤΟΕΙΔΟΥΣ, ΜΗΧΑΝΙΚΗ Η ΧΗΜΙΚΗ (ΑΠΟΠΤΩΣΗ, ΕΚΔΟΡΑ)",SURGICAL,OPERATING_ROOM
X710831,"ΑΦΑΙΡΕΣΗ ΕΠΙΘΗΛΙΟΥ ΚΕΡΑΤΟΕΙΔΟΥΣ. ΜΕ ΕΦΑΡΜΟΓΗ ΧΗΛΙΚΟΥ ΠΑΡΑΓΟΝΤΑ (Π.Χ., EDTA)",SURGICAL,OPERATING_ROOM
X710859,"ΑΝΑΠΛΑΣΗ ΚΑΚΩΣΗΣ ΚΕΡΑΤΟΕΙΔΟΥΣ ΜΕ ΚΡΥΟΘΕΡΑΠΕΙΑ, ΦΩΤΟΠΗΞΙΑ Ή ΘΕΡΜΙΚΗ ΚΑΥΤΗΡΙΑΣΗ",THERAPEUTIC,PROCEDURE_ROOM
X711159,"ΠΟΛΛΑΠΛΕΣ ΝΥΞΕΙΣ ΠΡΟΣΘΙΑΣ ΕΠΙΦΑΝΕΙΑΣ ΚΕΡΑΤΟΕΙΔΟΥΣ (ΠΧ, ΓΙΑ ΥΠΟΤΡΟΠΙΑΖΟΥΣΑ ΑΠΟΠΤΩΣΗ ΕΠΙΘΗΛΙΟΥ ΚΕΡΑΤΟΕΙΔΟΥΣ , ΤΑΤΟΥΑΖ)",SURGICAL,OPERATING_ROOM
X711379,"ΚΕΡΑΤΟΠΛΑΣΤΙΚΗ (ΜΕΤΑΜΟΣΧΕΥΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ),ΠΡΟΣΘΙΑ ΕΠΙΠΟΛΗΣ",SURGICAL,OPERATING_ROOM
X711419,"ΚΕΡΑΤΟΠΛΑΣΤΙΚΗ (ΜΕΤΑΜΟΣΧΕΥΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ), ΔΙΑΜΠΕΡΗΣ (ΕΚΤΟΣ ΕΑΝ ΥΠΑΡΧΕΙ ΑΦΑΚΙΑ Ή ΨΕΥΔΟΦΑΚΙΑ)",SURGICAL,OPERATING_ROOM
X711459,"ΚΕΡΑΤΟΠΛΑΣΤΙΚΗ (ΜΕΤΑΜΟΣΧΕΥΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ), ΔΙΑΜΠΕΡΗΣ (ΣΕ ΠΕΡΙΠΤΩΣΗ ΑΦΑΚΙΑΣ)",SURGICAL,OPERATING_ROOM
X711469,"ΚΕΡΑΤΟΠΛΑΣΤΙΚΗ (ΜΕΤΑΜΟΣΧΕΥΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ), ΔΙΑΜΠΕΡΗΣ (ΣΕ ΠΕΡΙΠΤΩΣΗ ΨΕΥΔΟΦΑΚΙΑΣ)",SURGICAL,OPERATING_ROOM
X711471,ΚΕΡΑΤΟΠΛΑΣΤΙΚΗ (ΜΕΤΑΜΟΣΧΕΥΣΗ ΚΕΡΑΤΟΕΙΔΟΥΣ) ΕΝΔΟΘΗΛΙΑΚΗ,SURGICAL,OPERATING_ROOM
X711473,ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΕΝΔΟΘΗΛΙΟΥ ΚΕΡΑΤΟΕΙΔΟΥΣ ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ),SURGICAL,OPERATING_ROOM
X711479,ΚΕΡΑΤΟΣΜΙΛΕΥΣΗ,SURGICAL,OPERATING_ROOM
X711489,ΕΠΙΚΕΡΑΤΟΦΑΚΙΑ,SURGICAL,OPERATING_ROOM
X711493,ΕΠΙΚΕΡΑΤΟΠΛΑΣΤΙΚΗ,SURGICAL,OPERATING_ROOM
X711499,ΚΕΡΑΤΟΠΡΟΣΘΕΤΙΚΗ,SURGICAL,OPERATING_ROOM
X711501,ΑΚΤΙΝΩΤΗ ΚΕΡΑΤΟΤΟΜΗ,DIAGNOSTIC,PROCEDURE_ROOM
X711503,ΧΑΛΑΡΩΤΙΚΗ ΤΟΜΗ ΚΕΡΑΤΟΕΙΔΟΥΣ ΓΙΑ ΤΗ ΔΙΟΡΘΩΣΗ ΤΟΥ ΑΣΤΙΓΜΑΤΙΣΜΟΥ,SURGICAL,OPERATING_ROOM
X711509,ΣΦΗΝΟΕΙΔΗΣ ΕΚΤΟΜΗ ΚΕΡΑΤΟΕΙΔΟΥΣ ΓΙΑ ΤΗ ΔΙΟΡΘΩΣΗ ΤΟΥ ΑΣΤΙΓΜΑΤΙΣΜΟΥ,SURGICAL,OPERATING_ROOM
X711519,ΑΝΑΠΛΑΣΗ ΟΦΘΑΛΜΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ. ΜΕΤΑΜΟΣΧΕΥΣΗ ΑΜΝΙΑΚΗΣ ΜΕΜΒΡΑΝΗΣ,SURGICAL,OPERATING_ROOM
X711521,"ΑΝΑΠΛΑΣΗ ΟΦΘΑΛΜΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΑΠΟ ΑΡΧΕΓΟΝΑ ΜΗΤΡΙΚΑ ΚΥΤΤΑΡΑ ΤΟΥ ΣΚΛΗΡΟΚΕΡΑΤΟΕΙΔΟΥΣ ΟΡΙΟΥ (Π.Χ., ΝΕΚΡΟΣ Ή ΖΩΝΤΑΝΟΣ ΔΟΤΗΣ)",SURGICAL,OPERATING_ROOM
X711523,ΑΝΑΠΛΑΣΗ ΟΦΘΑΛΜΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ. ΑΥΤΟΜΟΣΧΕΥΜΑ ΕΠΙΠΕΦΥΚΟΤΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ),SURGICAL,OPERATING_ROOM
X711559,ΠΑΡΑΚΕΝΤΗΣΗ ΠΡΟΣΘΙΟΥ ΟΦΘΑΛΜΙΚΟΥ ΘΑΛΑΜΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ). ΜΕ ΔΙΑΓΝΩΣΤΙΚΗ ΛΗΨΗ ΥΔΑΤΟΕΙΔΟΥΣ ΥΓΡΟΥ,DIAGNOSTIC,PROCEDURE_ROOM
X711569,ΠΑΡΑΚΕΝΤΗΣΗ ΠΡΟΣΘΙΟΥ ΟΦΘΑΛΜΙΚΟΥ ΘΑΛΑΜΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ). ΜΕ ΘΕΡΑΠΕΥΤΙΚΗ ΑΦΑΙΡΕΣΗ ΥΔΑΤΟΕΙΔΟΥΣ ΥΓΡΟΥ,THERAPEUTIC,PROCEDURE_ROOM
X711579,ΠΑΡΑΚΕΝΤΗΣΗ ΠΡΟΣΘΙΟΥ ΟΦΘΑΛΜΙΚΟΥ ΘΑΛΑΜΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ). ΜΕ ΑΦΑΙΡΕΣΗ ΥΑΛΟΕΙΔΟΥΣ ΣΩΜΑΤΟΣ ΚΑΙ/Ή ΔΙΑΝΟΙΞΗ ΠΡΟΣΘΙΑΣ ΥΑΛΟΕΙΔΟΥΣ ΜΕΜΒΡΑΝΗΣ ΜΕ Ή ΧΩΡΙΣ ΕΝΕΣΗ ΑΕΡΑ,SURGICAL,OPERATING_ROOM
