drug_id,drug_name
EMA0033854,Finasteride Sandoz Ltd
EMA0033855,Finasteride Sanexcel
EMA0033856,Finasteride Strandhaven
EMA0033857,Finasteride Strandhaven Limited T/A Somex Pharma
EMA0033858,Finasteride Tecnigen
EMA0033859,Finasteride Teva
EMA0033860,Finasteride Teva Generics
EMA0033861,Finasteride Teva Italia
EMA0033862,Finasteride Torrent Pharma (Uk)
EMA0033863,Finasteride Viatris
EMA0033864,Finasteride Zentiva
EMA0033865,Finasteride Zydus
EMA0033866,Finasteride Zydus France
EMA0033867,Finasteridum Bluefish
EMA0033868,Finastid
EMA0033869,Finastir
EMA0033870,Finatux
EMA0033871,Finazil
EMA0033872,Fincar
EMA0033873,Fincrezo
EMA0033874,Findarts
EMA0033875,Findarts Duo
EMA0033876,Findatur
EMA0033877,Finedor
EMA0033878,Fineria
EMA0033879,Finestar
EMA0033880,Fineural
EMA0033881,Finex
EMA0033882,Fingod
EMA0033883,Fingolimod
EMA0033884,Fingolimod
EMA0033885,Fingolimod +pharma
EMA0033886,Fingolimod 123 Acurae Pharma
EMA0033887,Fingolimod 1a Pharma
EMA0033888,Fingolimod Ab
EMA0033889,Fingolimod Abz
EMA0033890,Fingolimod Abz
EMA0033891,Fingolimod Accord
EMA0033892,Fingolimod Adamed
EMA0033893,Fingolimod Adelco
EMA0033894,Fingolimod Al
EMA0033895,Fingolimod Alpha-Medical
EMA0033896,Fingolimod Amarox
EMA0033897,Fingolimod Arrow
EMA0033898,Fingolimod Ascend
EMA0033899,Fingolimod Aurobindo
EMA0033900,Fingolimod Aurovitas
EMA0033901,Fingolimod Avansor
EMA0033902,Fingolimod Axiromed
EMA0033903,Fingolimod Benta
EMA0033904,Fingolimod Beta
EMA0033905,Fingolimod Bgr
EMA0033906,Fingolimod Biocon
EMA0033907,Fingolimod Biogaran
EMA0033908,Fingolimod Bluefish
EMA0033909,Fingolimod Bluepharma
EMA0033910,Fingolimod Clonmel
EMA0033911,Fingolimod Combix
EMA0033912,Fingolimod Coripharma
EMA0033913,Fingolimod Crescent Pharma
EMA0033914,Fingolimod Denk
EMA0033915,Fingolimod Devatis
EMA0033916,Fingolimod Dr. Reddy’s
EMA0033917,Fingolimod Dr. Reddys
EMA0033918,Fingolimod Dr. Reddy's Laboratories (Uk)
EMA0033919,Fingolimod Edest
EMA0033920,Fingolimod Edest Intas Third Party Sales
EMA0033921,Fingolimod Eg
EMA0033922,Fingolimod Evolugen
EMA0033923,Fingolimod Farmoz
EMA0033924,Fingolimod Flynn Pharma
EMA0033925,Fingolimod Fmk
EMA0033926,Fingolimod Fresenius Kabi
EMA0033927,Fingolimod Fresenius Kabi
EMA0033928,Fingolimod Fresenius Kabi Fingolimod Fresenius Kabi
EMA0033929,Fingolimod Genericon
EMA0033930,Fingolimod Generis
EMA0033931,Fingolimod Glenmark
EMA0033932,Fingolimod Hcs
EMA0033933,Fingolimod Hec Pharm
EMA0033934,Fingolimod Heumann
EMA0033935,Fingolimod Holsten
EMA0033936,Fingolimod Hydrochloride Aurobindo
EMA0033937,Fingolimod Hydrochloride Sandoz
EMA0033938,Fingolimod Kern Pharma
EMA0033939,Fingolimod Koanaa
EMA0033940,Fingolimod Krka
EMA0033941,Fingolimod Laboratorios Liconsa
EMA0033942,Fingolimod Liconsa
EMA0033943,Fingolimod Medical Valley
EMA0033944,Fingolimod Medochemie
EMA0033945,Fingolimod Milpharm
EMA0033946,Fingolimod Morningside Healthcare
EMA0033947,Fingolimod Msn
EMA0033948,Fingolimod Msn Laboratories Europe
EMA0033949,Fingolimod Mylan
EMA0033950,Fingolimod Mylan Italia
EMA0033951,Fingolimod Neuraxpharm
EMA0033952,Fingolimod Neuraxpharm Uk
EMA0033953,Fingolimod Norameda
EMA0033954,Fingolimod Normon
EMA0033955,Fingolimod Olpha
EMA0033956,Fingolimod Onkogen
EMA0033957,Fingolimod Orion
EMA0033958,Fingolimod Pharmakern
EMA0033959,Fingolimod Pharmaki
EMA0033960,Fingolimod Pharmascience
EMA0033961,Fingolimod Pharmaselect
EMA0033962,Fingolimod Pharmathen
EMA0033963,Fingolimod Puren
EMA0033964,Fingolimod Q Pharma
EMA0033965,Fingolimod Rafarm
EMA0033966,Fingolimod Ratiopharm
EMA0033967,Fingolimod Ratiopharm
EMA0033968,Fingolimod Reddy
EMA0033969,Fingolimod Reig Jofre
EMA0033970,Fingolimod Remedica
EMA0033971,Fingolimod Richter
EMA0033972,Fingolimod Rockmed Pharma
EMA0033973,Fingolimod Rowa Pharmaceuticals
EMA0033974,Fingolimod Sala
EMA0033975,Fingolimod Sandoz
EMA0033976,Fingolimod Sapiens
EMA0033977,Fingolimod Sigillata
EMA0033978,Fingolimod Solinea
EMA0033979,Fingolimod Stada
EMA0033980,Fingolimod Stada Arzneimittel Ag
EMA0033981,Fingolimod Sun
EMA0033982,Fingolimod Synthon
EMA0033983,Fingolimod Tarbis
EMA0033984,Fingolimod Tecnigen
EMA0033985,Fingolimod Teva
EMA0033986,Fingolimod Teva
EMA0033987,Fingolimod Tillomed
EMA0033988,Fingolimod Torrent Pharma (Uk)
EMA0033989,Fingolimod Towa
EMA0033990,Fingolimod Viatris
EMA0033991,Fingolimod Viatris Pharmaceuticals
EMA0033992,Fingolimod Viatris Sante
EMA0033993,Fingolimod Vivanta
EMA0033994,Fingolimod Wh
EMA0033995,Fingolimod Xiromed
EMA0033996,Fingolimod Zentiva
EMA0033997,Fingolimod Zydus
EMA0033998,Fingolya
EMA0033999,Finic
EMA0034000,Finicort
EMA0034001,Finigen
EMA0034002,Finimal
EMA0034003,Finimal Zest
EMA0034004,Finimal Zest
EMA0034005,Finjuve
EMA0034006,Finjuve Für Männer
EMA0034007,Finjuve Pre Mužov
EMA0034008,Finlee
EMA0034009,Finlepsin
EMA0034010,Finminette
EMA0034011,Finól
EMA0034012,Finomel
EMA0034013,Finomel Peri
EMA0034014,Finomel Perifer
EMA0034015,Finomel Periferico
EMA0034016,Finospir
EMA0034017,Finoten
EMA0034018,Finovare
EMA0034019,Finpros
EMA0034020,Finrexin Eukalyptus & Mentoli
EMA0034021,Finrexin Mustaherukka
EMA0034022,Finrexin Sitruuna
EMA0034023,Finrina
EMA0034024,Fintepla
EMA0034025,Fintrid
EMA0034026,Finural
EMA0034027,Finxta
EMA0034028,Fiobilin
EMA0034029,Fiordatussi
EMA0034030,Firazyr
EMA0034031,Firdapse
EMA0034032,Firekol
EMA0034033,Firmagon
EMA0034034,First Aid Antiseptic
EMA0034035,First Aid Antiseptic
EMA0034036,Fishermans Cough Linctus
EMA0034037,Fisiodar
EMA0034038,Fisiológico
EMA0034039,Fisiológico B.Braun
EMA0034040,Fisiotens
EMA0034041,Fisterid
EMA0034042,Fitocreme
EMA0034043,Fitolizyn
EMA0034044,Fitolizyna
EMA0034045,Fitomenadion Terapia
EMA0034046,Fitoprost
EMA0034047,Fitostimoline
EMA0034048,Fivasa
EMA0034049,Fixad
EMA0034050,Fixalpost
EMA0034051,Fixanpost
EMA0034052,Fixapost
EMA0034053,Fixaprost
EMA0034054,Fixical
EMA0034055,Fixical Vitamine D3
EMA0034056,Fixical Vitamine D3
EMA0034057,Fixioneal 35 Glucosio In Sacca Clear-Flex
EMA0034058,Fixioneal 40 Glucosio In Sacca Clear-Flex
EMA0034059,Fixit
EMA0034060,Fixkoh
EMA0034061,Fixnove
EMA0034062,Fixodin
EMA0034063,Fixopost
EMA0034064,Fixorinox
EMA0034065,Fixplast
EMA0034066,Fizamol
EMA0034067,Flabien
EMA0034068,Fladalgin
EMA0034069,Fladios
EMA0034070,Flagentyl
EMA0034071,Flagyl
EMA0034072,Flagyl
EMA0034073,Flagyl Comp
EMA0034074,Flagyl-S
EMA0034075,Flagymet
EMA0034076,Flagymet Duo
EMA0034077,Flalgo
EMA0034078,Flamatak Mr
EMA0034079,Flamatan
EMA0034080,Flamazine
EMA0034081,Flamborin
EMA0034082,Flamexin
EMA0034083,Flamica
EMA0034084,Flaminase
EMA0034085,Flamingo Max Strength Congestion Relief
EMA0034086,Flammacerium
EMA0034087,Flammacerium
EMA0034088,Flammazine
EMA0034089,Flammazine
EMA0034090,Flammazine Cerio
EMA0034091,Flamyar Spag.
EMA0034092,Flanamox
EMA0034093,Flantadin
EMA0034094,Flanygrame
EMA0034095,Flarex
EMA0034096,Flarin
EMA0034097,Flarin Joint & Muscular Pain Relief
EMA0034098,Flashium
EMA0034099,Flatoril
EMA0034100,Flatub
EMA0034101,Flatulini
EMA0034102,Flaunxol Retard
EMA0034103,Flavamed
EMA0034104,Flavamed Bērniem
EMA0034105,Flavamed Forte
EMA0034106,Flavamed Hustenlöser
EMA0034107,Flavamed Hustensaft
EMA0034108,Flavamed Hustentabletten
EMA0034109,Flavamed Max
EMA0034110,Flavamed Vaarikas
EMA0034111,Flaverol
EMA0034112,Flavinia
EMA0034113,Flavobion
EMA0034114,Flavoker
EMA0034115,Flavonoides Conseil
EMA0034116,Flavonoides Arrow Conseil
EMA0034117,Flavonoïdes Conseil Viatris
EMA0034118,Flavonoïdes Viatris Conseil
EMA0034119,Flavonoides Zentiva Conseil
EMA0034120,Flavosol
EMA0034121,Flavosul
EMA0034122,Flavoxan
EMA0034123,Flaxidel
EMA0034124,Flaxios
EMA0034125,Flaxios Forte
EMA0034126,Flaya
EMA0034127,Flazena
EMA0034128,Flazonexar
EMA0034129,Flebaven
EMA0034130,Flebaven Kontrol
EMA0034131,Flebazol
EMA0034132,Flebocortid
EMA0034133,Flebogamma Dif
EMA0034134,Flebogamma Dif
EMA0034135,Fleboside
EMA0034136,Fleboside 300
EMA0034137,Flebostasin
EMA0034138,Flebostasin R
EMA0034139,Flebostasin Retard
EMA0034140,Flecadura
EMA0034141,Flecaine
EMA0034142,Flecaine L.P.
EMA0034143,Flecainid
EMA0034144,Flecainid 1 A Pharma
EMA0034145,Flecainid Aaa-Pharma
EMA0034146,Flecainid Hexal
EMA0034147,Flecainid Micro Labs
EMA0034148,Flecainid Sandoz
EMA0034149,Flecainid Stada
EMA0034150,Flecainid Zentiva
EMA0034151,Flecainida Aurovitas
EMA0034152,Flecainida Normon
EMA0034153,Flecainidacetat Aurobindo
EMA0034154,Flecainidacetat Puren
EMA0034155,Flecainidacetat Stada
EMA0034156,Flecainide
EMA0034157,Flecainide Acetate Accord-Uk
EMA0034158,Flecainide Acetate Aurobindo
EMA0034159,Flecainide Acetate Aurobindo Pharma (Malta)
EMA0034160,Flecainide Acetate Brown & Burk Uk
EMA0034161,Flecainide Acetate Colonis Pharma
EMA0034162,Flecainide Acetate Generics
EMA0034163,Flecainide Acetate Holsten
EMA0034164,Flecainide Acetate Milpharm
EMA0034165,Flecainide Acetate Ratiopharm
EMA0034166,Flecainide Acetate Tillomed Laboratories
EMA0034167,Flecainide Alkaloid-Int
EMA0034168,Flecainide Arrow Lab
EMA0034169,Flecainide Aurobindo
EMA0034170,Flecainide Biogaran
EMA0034171,Flecainide Doc Generici
EMA0034172,Flecainide Eg
EMA0034173,Flecainide Lp Biogaran
EMA0034174,Flecainide Lp Zentiva
EMA0034175,Flecainide Microlabs
EMA0034176,Flecainide Orion
EMA0034177,Flecainide Retard Eg
EMA0034178,Flecainide Retard Sandoz
EMA0034179,Flecainide Sandoz
EMA0034180,Flecainide Teva
EMA0034181,Flecainide Teva Lp
EMA0034182,Flecainide Viatris
EMA0034183,Flecaïnide Viatris
EMA0034184,Flecainide/Flexmed
EMA0034185,Flecainideacetaat
EMA0034186,Flecaïnideacetaat
EMA0034187,Flecaïnideacetaat Aurobindo
EMA0034188,Flecaïnideacetaat Ratiopharm
EMA0034189,Flecaïnideacetaat Retard Cf
EMA0034190,Flecainideacetaat Retard Sandoz
EMA0034191,Flecaïnideacetaat Retard Sandoz
EMA0034192,Flecaïnideacetaat Retard Teva
EMA0034193,Flecaïnideacetaat Sandoz
EMA0034194,Flecaïnideacetaat Viatris
EMA0034195,Flecard
EMA0034196,Flecardia
EMA0034197,Flecardia
EMA0034198,Flecarythm
EMA0034199,Flecateva Retard
EMA0034200,Flechtenhonig
EMA0034201,Flecoxin
EMA0034202,Flecoxin
EMA0034203,Flectoflex
EMA0034204,Flectopar
EMA0034205,Flector
EMA0034206,Flector
EMA0034207,Flector
EMA0034208,Flector Dolo Rapid
EMA0034209,Flector Ep
EMA0034210,Flector Extra
EMA0034211,Flector Patch
EMA0034212,Flector Rapid
EMA0034213,Flector Rapidcaps
EMA0034214,Flector Rapiven
EMA0034215,Flector Schmerz
EMA0034216,Flector Schmerzgel
EMA0034217,Flector Tissugel
EMA0034218,Flector Tissugel Heparine
EMA0034219,Flector Unidie
EMA0034220,Flectorartro
EMA0034221,Flectoreffigel
EMA0034222,Flectorflam
EMA0034223,Flectorgo
EMA0034224,Flectorin
EMA0034225,Flectorin
EMA0034226,Flectormed
EMA0034227,Flectormove
EMA0034228,Flectormove 20 Mg/G Gel
EMA0034229,Flectortissugelep
EMA0034230,Flectortissugelep
EMA0034231,Fleelaxat
EMA0034232,Fleelaxaτ
EMA0034233,Flefarmin
EMA0034234,Flefarmin
EMA0034235,Flegafortan
EMA0034236,Flegamax
EMA0034237,Flegamax Forte
EMA0034238,Flegamina Baby
EMA0034239,Flegamina Classic
EMA0034240,Flegamina Classic Junior O Smaku Truskawkowym
EMA0034241,Flegamina Classic O Smaku Malinowym
EMA0034242,Flegamina Classic O Smaku Mietowym Bez Cukru
EMA0034243,Flegamina Fast
EMA0034244,Flegamina Fast Junior
EMA0034245,Flegamina O Smaku Malinowym
EMA0034246,Flegatussin
EMA0034247,Flegtac Kaszel
EMA0034248,Flegtac Oro
EMA0034249,Fleiderina
EMA0034250,Flekainid Sandoz
EMA0034251,Flenazole
EMA0034252,Flenty
EMA0034253,Fleraday
EMA0034254,Fleree
EMA0034255,Fletchers' Enemette
EMA0034256,Fletchers' Phosphate
EMA0034257,Fletchers' Retention
EMA0034258,Flevion
EMA0034259,Flexagil
EMA0034260,Flexagile
EMA0034261,Flexagile
EMA0034262,Flexar
EMA0034263,Flexbumin
EMA0034264,Flexea
EMA0034265,Flexelite
EMA0034266,Flexen
EMA0034267,Flexen
EMA0034268,Flexiban
EMA0034269,Flexid
EMA0034270,Flexiflor
EMA0034271,Flexigel
EMA0034272,Flexiherb Muscle & Joint Pain Relief
EMA0034273,Flexilev
EMA0034274,Flexiloges
EMA0034275,Flexirizon
EMA0034276,Flexium Creme
EMA0034277,Flexium Crème
EMA0034278,Flexium Gel
EMA0034279,Flexium Spray
EMA0034280,Flexivert
EMA0034281,Flexove
EMA0034282,Flexresan
EMA0034283,Fließender Schnupfen Globuli
EMA0034284,Flihaler
EMA0034285,Flindix
EMA0034286,Flindix Retard
EMA0034287,Flisint
EMA0034288,Fliven
EMA0034289,Flixabi
EMA0034290,Flixan
EMA0034291,Flixocort
EMA0034292,Flixoderm
EMA0034293,Flixodil Combo
EMA0034294,Flixonase
EMA0034295,Flixonase Allergia
EMA0034296,Flixonase Allergy
EMA0034297,Flixonase Allergy Relief
EMA0034298,Flixonase Aqua
EMA0034299,Flixonase Aqueous
EMA0034300,Flixonase Aqueous Nasal Spray 50 Mcg
EMA0034301,Flixonase Aquosum
EMA0034302,Flixonase Nasal Drops
EMA0034303,Flixotaide Diskus
EMA0034304,Flixotaide Inalador
EMA0034305,Flixotide
EMA0034306,Flixotide 500 Nebules
EMA0034307,Flixotide Accuhaler
EMA0034308,Flixotide Diskos
EMA0034309,Flixotide Diskus
EMA0034310,Flixotide Diskus 100 Mcg
EMA0034311,Flixotide Diskus 250 Mcg
EMA0034312,Flixotide Diskus 50 Mcg
EMA0034313,Flixotide Diskus Forte
EMA0034314,Flixotide Diskus Junior
EMA0034315,Flixotide Diskus Standard
EMA0034316,Flixotide Dysk
EMA0034317,Flixotide Evohaler
EMA0034318,Flixotide Forte
EMA0034319,Flixotide Inhalator Cfk-Vrij
EMA0034320,Flixotide Inhaler
EMA0034321,Flixotide Inhaler Cfc-Free
EMA0034322,Flixotide Inhaler N
EMA0034323,Flixotide Junior
EMA0034324,Flixotide Nasule
EMA0034325,Flixotide Standard
EMA0034326,Flixovate
EMA0034327,Flobortaz
EMA0034328,Flociprin
EMA0034329,Flodermol
EMA0034330,Flodil
EMA0034331,Flogar Febbre E Dolore
EMA0034332,Flogocyn
EMA0034333,Flogoderm
EMA0034334,Flogofenac
EMA0034335,Flogopatch
EMA0034336,Flogoprofen
EMA0034337,Flogoral
EMA0034338,Flogostop
EMA0034339,Flogozyme
EMA0034340,Flohsamen Abtswinder Naturheilmittel
EMA0034341,Flohsamen Bombastus-Werke
EMA0034342,Flohsamen Flosano
EMA0034343,Flohsamen Flosano®
EMA0034344,Flokort
EMA0034345,Flolan
EMA0034346,Flolan
EMA0034347,Flomax
EMA0034348,Flomax Adulti
EMA0034349,Flomax Bambini
EMA0034350,Flomax Gola
EMA0034351,Flomax Relief Mr
EMA0034352,Flomaxtra Xl
EMA0034353,Flomister
EMA0034354,Flomixa
EMA0034355,Flonase
EMA0034356,Flonidan
EMA0034357,Flonidan Direkt
EMA0034358,Flonidan S
EMA0034359,Flonidan Solutab
EMA0034360,Flonital
EMA0034361,Flonorm
EMA0034362,Flonseno
EMA0034363,Flontalexin
EMA0034364,Floradix Forte
EMA0034365,Floradix Mit Eisen
EMA0034366,Floralac
EMA0034367,Florentia 30
EMA0034368,Flores Tritici Comp.
EMA0034369,Florette
EMA0034370,Florinef
EMA0034371,Florinef Acetaat
EMA0034372,Flortitens
EMA0034373,Flosin
EMA0034374,Flosine Balance
EMA0034375,Flosteron
EMA0034376,Flotiran
EMA0034377,Flow
EMA0034378,Floxacin Stada
EMA0034379,Floxal
EMA0034380,Floxal Edo
EMA0034381,Floxal®
EMA0034382,Floxamic Neo
EMA0034383,Floxana
EMA0034384,Floxapen
EMA0034385,Floxapen
EMA0034386,Floxapen 1 G Inj
EMA0034387,Floxapen 250 Inj
EMA0034388,Floxapen 500 Mg Inj
EMA0034389,Floxasynt
EMA0034390,Floxaval
EMA0034391,Floxedol
EMA0034392,Floxelan
EMA0034393,Floxet
EMA0034394,Floxigen
EMA0034395,Floxil
EMA0034396,Floxistill
EMA0034397,Floxitard
EMA0034398,Floxsine
EMA0034399,Floxyfral
EMA0034400,Flt (18f) Synektik
EMA0034401,Flu Strength Hot Lemon
EMA0034402,Fluad
EMA0034403,Fluad Tetra
EMA0034404,Fluanxol
EMA0034405,Fluanxol Depot
EMA0034406,Fluanxol Depot 10%
EMA0034407,Fluanxol Depot 2% 1 Ml
EMA0034408,Fluanxol Depot 20 Mg
EMA0034409,Fluanxol Lp
EMA0034410,Fluanxol Mite
EMA0034411,Fluanxol Retard
EMA0034412,Fluarix
EMA0034413,Fluarix
EMA0034414,Fluarix
EMA0034415,Fluarix Tetra
EMA0034416,Fluarix Tetra
EMA0034417,Fluarix Tetra
EMA0034418,Fluarix Tetra
EMA0034419,Fluarix Tetra
EMA0034420,Fluarixtetra
EMA0034421,Fluaton
EMA0034422,Flubason
EMA0034423,Flucacid
EMA0034424,Flucalit
EMA0034425,Flucanid
EMA0034426,Flucavex
EMA0034427,Flucelvax
EMA0034428,Flucelvax Tetra
EMA0034429,Flucillin
EMA0034430,Flucinar
EMA0034431,Flucinar N
EMA0034432,Fluclox
EMA0034433,Flucloxacilina Azevedos
EMA0034434,Flucloxacilina Basi
EMA0034435,Flucloxacilina Generis
EMA0034436,Flucloxacilina Hikma
EMA0034437,Flucloxacilina Kabi
EMA0034438,Flucloxacilina Labesfal
EMA0034439,Flucloxacilina Noridem
EMA0034440,Flucloxacillin
EMA0034441,Flucloxacillin
EMA0034442,Flucloxacillin 1000 Mg Powder For Solution For Injection/Infusion
EMA0034443,Flucloxacillin 250 Mg Powder For Solution For Injection/Infusion
EMA0034444,Flucloxacillin Accord Healthcare
EMA0034445,Flucloxacillin Altamedics
EMA0034446,Flucloxacillin Athlone Laboratories
EMA0034447,Flucloxacillin Athlone Laboratories Limited
EMA0034448,Flucloxacillin Athlone Pharmaceuticals
EMA0034449,Flucloxacillin Athlone Pharmaceuticals
EMA0034450,Flucloxacillin Athlone Pharmaceuticals Limited
EMA0034451,Flucloxacillin Azure Pharmaceuticals
EMA0034452,Flucloxacillin Brillpharma (Ireland)
EMA0034453,Flucloxacillin Bristol Laboratories
EMA0034454,Flucloxacillin Brown & Burk Uk
EMA0034455,Flucloxacillin Cooper
EMA0034456,Flucloxacillin Cooper
EMA0034457,Flucloxacillin Crescent Pharma
EMA0034458,Flucloxacillin Crescent Pharma
EMA0034459,Flucloxacillin Crescent Pharma International Limited
EMA0034460,Flucloxacillin Eql Pharma
EMA0034461,Flucloxacillin Esteve Pharmaceuticals Gmbh
EMA0034462,Flucloxacillin Eugia (Uk)
EMA0034463,Flucloxacillin Flamingo Pharma Uk
EMA0034464,Flucloxacillin Flamingo Pharma Uk
EMA0034465,Flucloxacillin Focus Care Pharmaceuticals
EMA0034466,Flucloxacillin Fresenius Kabi
EMA0034467,Flucloxacillin Fresenius Kabi Deutschland
EMA0034468,Flucloxacillin Ibigen
EMA0034469,Flucloxacillin Ibigen Srl
EMA0034470,Flucloxacillin Ibisqus
EMA0034471,Flucloxacillin Intrapharm Laboratories
EMA0034472,Flucloxacillin Kabi
EMA0034473,Flucloxacillin Kent Pharma Uk
EMA0034474,Flucloxacillin Kent Pharmaceuticals
EMA0034475,Flucloxacillin Magnesium Aurobindo
EMA0034476,Flucloxacillin Milpharm
EMA0034477,Flucloxacillin Noridem
EMA0034478,Flucloxacillin Noridem Enterprises
EMA0034479,Flucloxacillin Noumed Life Sciences
EMA0034480,Flucloxacillin Orion
EMA0034481,Flucloxacillin Panpharma
EMA0034482,Flucloxacillin Panpharma
EMA0034483,Flucloxacillin Pharmapoint Uk Ltd
EMA0034484,Flucloxacillin Pinewood Laboratories
EMA0034485,Flucloxacillin Ria Generics
EMA0034486,Flucloxacillin Rudipharm
EMA0034487,Flucloxacillin Sodium Aurobindo
EMA0034488,Flucloxacillin Sodium Eugia
EMA0034489,Flucloxacillin Sodium Kent Pharma Uk
EMA0034490,Flucloxacillin Sodium Kent Pharma Uk Limited
EMA0034491,Flucloxacillin Special Concept Development
EMA0034492,Flucloxacillin Sugar Free Bristol Laboratories
EMA0034493,Flucloxacillin Sugar Free Crescent Pharma
EMA0034494,Flucloxacillin Sugar Free Flamingo Pharma Uk
EMA0034495,Flucloxacillin Sugar Free Kent Pharmaceuticals
EMA0034496,Flucloxacillin Sugar-Free Accord Healthcare
EMA0034497,Flucloxacillin Sugar-Free Kent Pharma Uk
EMA0034498,Flucloxacillin Sugar-Free Kent Pharmaceuticals
EMA0034499,Flucloxacillin Wabo
EMA0034500,Flucloxacillin Wh
EMA0034501,Flucloxacillin Wockhardt Uk
EMA0034502,Flucloxacillin Wockhardt Uk
EMA0034503,Flucloxacillina K24 Pharmaceuticals
EMA0034504,Flucloxacilline Arrow
EMA0034505,Flucloxacilline Cf
EMA0034506,Flucloxacilline Eugia
EMA0034507,Flucloxacilline Fresenius Kabi
EMA0034508,Flucloxacilline Ibisqus
EMA0034509,Flucloxacilline Mylan
EMA0034510,Flucloxacilline Noridem
EMA0034511,Flucloxacilline Sodium Aurobindo
EMA0034512,Flucloxin
EMA0034513,Fluco
EMA0034514,Flucocaps Therapy
EMA0034515,Flucoderm
EMA0034516,Flucodrug
EMA0034517,Flucofast
EMA0034518,Flucofin
EMA0034519,Flucohexal
EMA0034520,Flucol
EMA0034521,Flucon
EMA0034522,Fluconax
EMA0034523,Fluconazin
EMA0034524,"Fluconazol ""hexal"""
EMA0034525,Fluconazol +pharma
EMA0034526,Fluconazol 100
EMA0034527,Fluconazol 150
EMA0034528,Fluconazol 1a Pharma
EMA0034529,Fluconazol 200
EMA0034530,Fluconazol 50
EMA0034531,Fluconazol Ab
EMA0034532,Fluconazol Accord
EMA0034533,Fluconazol Actavis
EMA0034534,Fluconazol Al
EMA0034535,Fluconazol Altan
EMA0034536,Fluconazol Alter
EMA0034537,Fluconazol Arena
EMA0034538,Fluconazol Aristo
EMA0034539,Fluconazol Aurobindo
EMA0034540,Fluconazol Aurovitas
EMA0034541,Fluconazol B. Braun
EMA0034542,Fluconazol Basi
EMA0034543,Fluconazol Basics
EMA0034544,Fluconazol Baxter
EMA0034545,Fluconazol Baxter Healthcare
EMA0034546,Fluconazol Bioeel
EMA0034547,Fluconazol Bluefish
EMA0034548,Fluconazol Cf
EMA0034549,Fluconazol Cinfa
EMA0034550,Fluconazol Combix
EMA0034551,Fluconazol Denk
EMA0034552,Fluconazol Farmoz
EMA0034553,Fluconazol Fresenius Kabi
EMA0034554,Fluconazol Gedeon Richter
EMA0034555,Fluconazol Generis
EMA0034556,Fluconazol Hexal
EMA0034557,Fluconazol Hikma
EMA0034558,Fluconazol Infomed
EMA0034559,Fluconazol Kabi
EMA0034560,Fluconazol Kern Pharma
EMA0034561,Fluconazol Krka
EMA0034562,Fluconazol Laropharm
EMA0034563,Fluconazol Lph Labormed
EMA0034564,Fluconazol Mabo
EMA0034565,Fluconazol Noridem
EMA0034566,Fluconazol Noridem Enterprises
EMA0034567,Fluconazol Normon
EMA0034568,Fluconazol Orion
EMA0034569,Fluconazol Pfizer
EMA0034570,Fluconazol Pharmathen
EMA0034571,Fluconazol Puren
EMA0034572,Fluconazol Qualigen
EMA0034573,Fluconazol Ratiopharm
EMA0034574,Fluconazol Rompharm
EMA0034575,Fluconazol Sandoz
EMA0034576,Fluconazol Sandoz B.V.
EMA0034577,Fluconazol Slavia
EMA0034578,Fluconazol Stada
EMA0034579,Fluconazol Strami
EMA0034580,Fluconazol Supremase
EMA0034581,Fluconazol Tarbis
EMA0034582,Fluconazol Tecnigen
EMA0034583,Fluconazol Teva
EMA0034584,Fluconazol Tolife
EMA0034585,Fluconazol Viatris
EMA0034586,Fluconazol Vitabalans
EMA0034587,Fluconazol Vitória
EMA0034588,Fluconazol Wynn
EMA0034589,Fluconazole Accord
EMA0034590,Fluconazole Accord Healthcare
EMA0034591,Fluconazole Accord Healthcare Ireland
EMA0034592,Fluconazole Actavis
EMA0034593,Fluconazole Aguettant
EMA0034594,Fluconazole Alvogen
EMA0034595,Fluconazole Arrow
EMA0034596,Fluconazole Arrow Lab
EMA0034597,Fluconazole Aurobindo
EMA0034598,Fluconazole Aurovitas
EMA0034599,Fluconazole B. Braun
EMA0034600,Fluconazole B. Braun Melsungen
EMA0034601,Fluconazole Baxter
EMA0034602,Fluconazole Biogaran
EMA0034603,Fluconazole Bristol Laboratories
EMA0034604,Fluconazole Crescent Pharma
EMA0034605,Fluconazole Cristers
EMA0034606,Fluconazole Eg
EMA0034607,"Fluconazole Eg 200 Mg, Gélule"
EMA0034608,Fluconazole Elvim
EMA0034609,Fluconazole Evolugen
EMA0034610,Fluconazole Evolugen Pharma
EMA0034611,Fluconazole Fdc
EMA0034612,Fluconazole Fdc International
EMA0034613,Fluconazole Focus Pharmaceuticals
EMA0034614,Fluconazole Focus Pharmaceuticals Ltd
EMA0034615,Fluconazole Fresenius Kabi
EMA0034616,Fluconazole Genoptim
EMA0034617,Fluconazole Genus Pharmaceuticals
EMA0034618,Fluconazole Hasco
EMA0034619,Fluconazole Hikma Farmacêutica (Portugal)
EMA0034620,Fluconazole Ibe
EMA0034621,Fluconazole Kabi
EMA0034622,Fluconazole Kent Pharma Uk
EMA0034623,Fluconazole Medochemie
EMA0034624,Fluconazole Milpharm
EMA0034625,Fluconazole Noridem
EMA0034626,Fluconazole Noridem Enterprises
EMA0034627,Fluconazole Noridem Enterprises Ltd
EMA0034628,Fluconazole Northumbria Pharma
